Summary_num,Macgregor_num_SL,new_line,new_station,Line,Station,Sta,Latitude,Longitude,Date,Year,Length (mm),WW (g),DW (g),Lipid (g),ppDDE_ppm_ww,opDDD_ppm_ww,opDDT_ppm_ww,ppDDD_ppm_ww,ppDDT_ppm_ww,tDDT_ppm_ww,A1254,Remove,NOTES,
6,407,40,50,40,50,40.5,412441,1252512,560600,1956,33,0.3052,0.0891,0.0341,0,0,0,0,0,0,0,0,,
5,407,40,50,40,50,40.5,412441,1252512,510814,1951,60,2.1264,0.9301,0.3423,0.016,0,0.002,0.008,0.023,0.049,0.111,0,,
4,408,40,45,40,45,40.45,413300,1250000,560600,1956,37,0.4635,0.1479,0.0645,0.072,0,0,0.025,0.058,0.155,0,0,,
452,408,96.7,32,97,32,97.32,320819,1171457,510122,1951,62,2.1695,0.7003,0.3609,0.026,0,0.032,0.021,0.058,0.137,0.436,0,,
27,409,56.7,55,57,55,57.55,381801,1233715,560600,1956,23.67,0.3027,0.0495,0.0085,0.021,0,0,0.005,0.01,0.036,0.07,0,"Three specimens - 25, 23, 23 mm",
58,409,63.3,57,63,57,63.57,370900,1225900,510403,1951,63,2.3195,0.9217,0.2866,0,0,0,0,0,0,0.917,0,,
33,410,60,55,60,55,60.55,374650,1231441,560600,1956,35,0.3965,0.1234,0.0523,0.065,0,0,0,0.011,0.076,0.082,0,,
75,411,66.7,65,67,65,67.65,361406,1230531,560500,1956,41,0.6875,0.2115,0.0999,0.031,0,0,0.001,0.034,0.066,0.103,0,,
72,412,66.7,55,67,55,67.55,363406,1222240,560700,1956,20,0.0657,0.0082,0.0011,0.02,0,0.003,0,0.021,0.044,0.148,0,,
89,413,70,55,70,55,70.55,360255,1220737,560500,1956,37,0.4398,0.1358,0.0566,0.011,0,0,0.004,0.157,0.172,0.027,0,,
125,414,73.3,80,73,80,73.8,343300,1232200,560700,1956,27.5,0.3807,0.0942,0.0385,0.022,0,0,0.008,0.026,0.056,0.099,0,Two specimens - 29 and 26 mm,
174,415,80,70,80,70,80.7,334859,1215035,560906,1956,35,0.3619,0.1025,0.0525,0.089,0,0,0.053,0.123,0.265,0.166,0,,
188,416,80,80,80,80,80.8,332900,1223200,561000,1956,36,0.4238,0.1231,0.0582,0.033,0,0.008,0.012,0.071,0.124,0.022,0,,
471,417,100,30,100,30,100.3,314109,1164636,560100,1956,37,0.5068,0.1825,0.0898,0.059,0,0.018,0.026,0.19,0.293,0.177,0,,
410,418,93.3,26.7,93,27,93.27,325600,1171900,560700,1956,20,0.07,0.0117,0.0016,0.046,0,0.004,0.002,0.051,0.103,0.415,0,,
445,419,93.3,55,93,55,93.55,320000,1191330,561000,1956,23,0.1133,0.0242,0.0072,0.039,0,0,0,0.023,0.062,0.305,0,,
449,420,96.7,100,97,100,97.1,295219,1214827,560516,1956,19,0.0494,0.0063,0,0.004,0,0.008,0,0.018,0.03,0.086,0,,
13,421,43.3,50,43,50,43.5,405330,1250152,580700,1958,20,0.0818,0.0115,0.0015,0.038,0,0,0.013,0.123,0.174,2.186,0,,
66,422,66.7,100,67,10,67.1,350406,1253404,580715,1958,19.5,0.139,0.016,0.0008,0.016,0,0.003,0,0.036,0.055,0.215,0,Two specimens - 20 and 19 mm,
456,423,96.7,32,97,32,97.32,320819,1171457,550500,1955,33,0.3794,0.102,0.05,0.037,0,0.01,0.013,0.092,0.152,0.131,0,,
459,424,96.7,45,97,45,97.45,314600,1180830,550700,1955,19,0.0523,0.0053,0,0.002,0,0.001,0,0.003,0.006,0.021,0,,
47,425,60,70,60,70,60.7,371650,1241956,550600,1955,43,0.7018,0.2451,0.1111,0.022,0,0,0,0.038,0.06,0.049,0,,
118,426,73.3,60,73,60,73.6,352144,1215953,530415,1953,34,0.3049,0.0865,0.0408,0.038,0,0,0.034,0.072,0.144,0.571,0,,
119,427,73.3,60,73,60,73.6,352144,1215953,530415,1953,33,0.2343,0.0733,0.0363,0.031,0,0.028,0.051,0.142,0.252,0.293,0,,
148,428,80,55,80,55,80.55,341900,1204808,530415,1953,34,0.3072,0.0973,0.0416,0.007,0,0,0,0,0.007,1.231,0,,
432,429,93.3,40,93,40,93.4,323354,1181453,530000,1953,23,0.0885,0.019,0.0038,0.014,0,0.01,0.003,0.029,0.056,0.073,0,,
454,430,96.7,32,97,32,97.32,320819,1171457,530225,1953,32,0.231,0.0705,0.0322,0.027,0 ?,0,0.017,0.122,0.166,0.438,0,,
436,431,93.3,45,93,45,93.45,322354,1183519,530408,1953,40,0.5216,0.1656,0.0691,0.036,0,0,0,0.013,0.049,0.682,0,,
437,432,93.3,45,93,45,93.45,322354,1183519,530408,1953,19,0.1583,0.0383,0.0134,0.005,0,0,0,0.038,0.043,0.18,0,,
158,433,80,60,80,60,80.6,340900,1210900,530716,1953,46,0.8537,0.2711,0.0639,0.017,0,0,0,0.004,0.021,0.08,1,Mushy - consider removing ,
67,434,66.7,53,67,53,67.53,363806,1221404,530712,1953,46,0.8949,0.2342,0.131,0.01,0.003,0.005,0.012,0.028,0.058,0.115,0,,
69,435,66.7,55,67,55,67.55,363406,1222240,530518,1953,39,0.5162,0.1639,0.1476,0.011,0,0.003,0.005,0.021,0.04,0.095,0,,
80,436,70,51,70,51,70.51,361055,1214333,530709,1953,48,0.8779,0.2788,0.1241,0.036,0,0.043,0.006,0.078,0.12,0.211,0,Has ? By opDDT,
466,437,100,30,100,30,100.3,314109,1164636,520808,1952,21.5,0.2498,0.0496,0.0076,0.034,0,0.031,0.011,0.189,0.265,0.346,0,"Four specimens - 20, 21, 22, and 23",
480,438,103.3,40,103,40,103.4,304958,1170643,520810,1952,20,0.0975,0.0144,0.0004,0.02,0,0.017,0.007,0.053,0.097,0.254,0,Two specimens - 20 and 20 mm,
453,439,96.7,32,97,32,97.32,320819,1171457,520705,1952,42,0.6843,0.2173,0.1119,0.027,0,0.078,0.013,0.178,0.218,1.157,0,Has ? By opDDT,
183,440,80,80,80,80,80.8,332900,1223200,520210,1952,34,0.3528,0.1017,0.0496,0.028,0,0,0,0.056,0.084,0.19,0,,
147,441,80,55,80,55,80.55,341900,1204808,520000,1952,25.5,0.2815,0.0671,0.0235,0.031,0.009,0.04,0.045,0.124,0.249,0.078,0,Two specimens - 23 and 28 mm,
172,442,80,70,80,70,80.7,334859,1215035,520812,1952,27,0.3562,0.0959,0.0314,0.017,0,0,0,0.003,0.02,0.336,0,Two specimens - 27 and 27 mm,
129,443,76.7,55,77,55,77.55,345010,1210943,520404,1952,46,0.7786,0.2473,0.1527,0,0,0,0,0,0,0,0,,
114,444,73.3,55,73,55,73.55,345010,1210943,520518,1952,44,0.8418,0.2673,0.1373,0.006,0,0,0,0.018,0.024,0.215,0,,
116,445,73.3,60,73,60,73.6,352144,1215953,520517,1952,51,1.2846,0.4079,0.2,0.026,0,0,0,0.005,0.031,0.317,0,,
93,446,70,60,70,60,70.6,355255,1222156,521020,1952,32,0.2603,0.082,0.0333,0.011,0,0,0,0,0.011,0.909,0,,
104,447,70,80,70,80,70.8,351255,1234642,520519,1952,34,0.2697,0.0844,0.0356,0.007,0,0,0,0.068,0.075,0.417,0,,
100,448,70,70,70,70,70.7,353255,1230424,520518,1952,41,0.6001,0.2127,0.0907,0,0,0,0,0,0,0.641,0,,
68,449,66.7,55,67,55,67.55,363406,1222240,521020,1952,35,0.4364,0.1323,0.0615,0.014,0,0,0,0,0.014,0.368,0,,
74,450,66.7,65,67,65,67.65,361406,1230531,521020,1952,35,0.3796,0.1208,0.0587,0.02,0.019,0.002,0.028,0.039,0.108,0.113,0,,
18,457,50,55,50,55,50.55,393046,1243029,500000,1950,33,0.2865,0.0829,0.0324,0.005,0,0,0,0.007,0.012,0.102,0,,
19,458,50,55,50,55,50.55,393046,1243029,500308,1950,30,0.2245,0.0647,0.0306,0.022,0,0,0,0.005,0.027,0.583,0,,
476,461,100,40,100,40,100.4,312109,1172702,510000,1951,19,0.0477,0.0069,0,0.002,0,0.007,0.001,0.027,0.036,0.04,0,Was originally <0.001 for opDDT,
478,462,100,60,100,60,100.6,304030,1184730,510000,1951,20,0.1282,0.0226,0.0015,SAMPLE,LOS0,,,,0,,1,Sample lost. Two specimens - 19 and 21 mm,
73,463,66.7,65,67,65,67.65,361406,1230531,511128,1951,35,0.3172,0.0991,0.0428,0.013,0,0.003,0,0.019,0.035,0.144,0,,
64,464,63.3,67,63,67,63.67,364900,1234300,510608,1951,36,0.3931,0.1418,0.0594,0.006,0,0,0,0.003,0.009,0.067,0,,
16,466,50,120,50,120,50.12,372046,1291646,500310,1950,27,0.3493,0.0718,0.0285,0.019,0,0,0,0,0.019,0.281,0,Two specimens - 29 and 25 mm,
9,467,40,70,40,70,40.7,404441,1265645,500000,1950,21,0.0717,0.012,0.0008,0.001,0,0.004,0.002,0.02,0.027,0.19,0,,
461,468,96.7,70,97,70,97.7,305219,1194836,510712,1951,20,0.0599,0.0137,0.0024,0.02,0,0.014,0,0.1,0.134,0.351,0,,
477,469,100,50,100,50,100.5,310109,1180720,510810,1951,20,0.2998,0.0527,0.0036,0.01,0,0.002,0.002,0.01,0.024,0.157,0,"Four specimens - 20 , 21, 22, 22 mm",
465,470,100,30,100,30,100.3,314109,1164636,511005,1951,25,0.1723,0.0444,0.0176,0.065,0,0.007,0.005,0.082,0.159,1.004,0,,
87,471,70,55,70,55,70.55,360255,1220037,510614,1951,33,0.2612,0.0867,0.0279,0.073,0,0,0,0.007,0.08,0.878,0,,
77,472,70,100,70,100,70.1,343255,1251046,510708,1951,20,0.1101,0.0193,0.0022,0.02,0,0,0,0.03,0.05,0.54,0,Two specimens - 20 and 20 mm,
171,473,80,70,80,70,80.7,334859,1215035,511104,1951,23,0.0894,0.0166,0.0025,0.038,0,0,0,0.035,0.073,0.669,0,,
179,474,80,80,80,80,80.8,332900,1223200,510000,1951,22,0.1654,0.0257,0.0048,0.021,0,0.004,0,0.019,0.044,0.144,0,Two specimens - 20 and 24 mm,
488,475,123,40,123,40,123.4,272207,1145334,510530,1951,18,0.0363,0.0055,0.0008,0.034,0,0.01,0.002,0.026,0.072,0.305,0,,
117,476,73.3,60,73,60,73.6,352144,1215953,521200,1952,23,0.2187,0.0533,0.0151,0.017,0,0.003,0.006,0.017,0.043,0.07,0,Two specimens - 22 and 24 mm,
23,477,53.3,60,53,60,53.6,384935,1242944,520712,1952,21,0.0787,0.0167,0.0032,0.032,0,0,0.006,0.046,0.084,0.757,0,,
99,478,70,70,70,70,70.7,353255,1230424,510805,1951,21,0.0779,0.0153,0.0018,0.027,0,0.045,0.007,0.105,0.184,0.594,0,,
92,479,70,60,70,60,70.6,355255,1222156,510613,1951,18,0.0524,0.0053,0.0005,0.002,0,0.006,0.001,0.016,0.025,0.108,0,,
56,480,61,55,61,55,61.55,373627,1230712,500000,1950,37,0.4573,0.1865,0.0838,0.045,0,0.024,0,0.049,0.118,0.015,1,Mushy - consider removing ,
462,481,100,30,100,30,100.3,314109,1164636,500315,1950,42,0.669,0.2149,0.1075,0.008,0,0.035,0.012,0.078,0.133,0.217,0,,
463,482,100,30,100,30,100.3,314109,1164636,500315,1950,36,0.4047,0.1346,0.0683,0.01,0,0.053,0.015,0.101,0.126,0.294,0,Question mark near opDDT,
464,483,100,30,100,30,100.3,314109,1164636,500315,1950,33,0.2664,0.076,0.0351,0.008,0,0.042,0.013,0.068,0.089,0.231,0,Question mark near opDDT,
38,484,60,60,60,60,60.6,373650,1233629,521120,1952,39,0.5182,,,0.007,0,0,0,0.016,0.023,0.114,0,Lipid Not measured,
451,485,96.7,32,97,32,97.32,320819,1171457,510122,1951,41,0.5854,,,0.025,0,0.022,0.01,0.119,0.176,0.263,0,Lipid Not measured,
57,486,63.3,57,63,57,63.57,370900,1225900,510403,1951,40,0.6288,,,0,0,0,0,0,0,1.044,0,Lipid Not measured,
43,487,60,70,60,70,60.7,371650,1241956,521019,1952,34,0.3152,,,0.011,0,0.002,0.008,0.022,0.043,0.092,0,Lipid Not measured,
44,488,60,70,60,70,60.7,371650,1241956,521019,1952,50,1.2086,,,0.011,0,0.005,0.008,0.012,0.036,0.048,0,Lipid Not measured,
40,489,60,65,60,65,60.65,372650,1235814,520700,1952,44,0.8701,,,0.007,0,0.003,0.006,0.022,0.038,0.077,0,Lipid Not measured,
63,490,63.3,65,63,65,63.65,365540,1233532,520500,1952,52,1.2346,,,0.01,0.008,0.011,0.018,0.023,0.07,0,0,Lipid Not measured,
15,491,46.7,55,47,55,47.55,400156,1245335,500000,1950,57,1.5051,,,0.005,0,0,0,0.008,0.013,0.099,0,Lipid Not measured,
498,492,79.2718,97.68386,,,,330200,1191500,410629,1941,37,0.3288,0.1142,0.0402,0,0,0,0,0,0,0,0,,
493,493,83.55055,92.16079,,,,324630,1185800,400306,1940,23.5,0.0989,0.0184,0.0013,0.0026,0,0.0012,0.0009,0.0056,0.0103,0.016,0,,
496,494,77.08359,99.36409,,,,333430,1193600,400327,1940,32,0.2776,0.0632,0.0147,0.01,0,0.007,0.004,0.046,0.067,0.056,0,,
497,495,80.7957,84.36543,,,,332000,1181700,410329,1941,45,0.4114,0.1281,0.0472,0,0,0,0,0,0,0,1,Dirty preservative - conside removing,
494,496,76.98838,99.34882,,,,333600,1193630,400326,1940,51,0.8964,0.3117,0.1572,0,0,0,0,0,0,0,0,,
495,497,76.98838,99.34882,,,,333600,1193630,400326,1940,34,0.2823,0.0994,0.0449,0,0,0,0,0,0,0.038,0,Has ? By A1254,
525,498,80.52814,87.25571,,,,331500,1183800,720412,1972,51,1.2771,0.4065,0.2158,0.296,0,0,0.032,0.025,0.353,0,0,,
504,499,84.98995,91.97145,,,,322200,1185000,490916,1949,27/24,0.2819,0.0794,0.0249,0.006,0,0.007,0,0.035,0.048,0.081,0,,
500,500,84.06945,148.9545,,,,304800,1223800,490201,1949,34,0.2947,0.0841,0.0408,0.022,0,0.018,0.003,0.091,0.134,0.076,0,,
128,501,76.7,55,77,55,77.55,345010,1210943,511112,1951,46,1.1198,0.368,0.184,0.03,0,0.053,0.027,0.108,0.218,0.086,0,,
86,502,70,55,70,55,70.55,360255,1220737,500000,1950,47,0.9249,0.3168,0.1641,0,0,0,0,0,0,0,0,,
98,504,70,70,70,70,70.7,353255,1230424,501019,1950,69,3.6394,1.3037,0.6651,0,0,0,0,0,0,0,0,,
139,510,76.7,65,77,65,77.65,343010,1215139,510804,1951,55,1.4227,0.5579,0.2204,0.018,?,0,0.023,0.06,0.101,0.188,1,,
7,511,40,60,40,60,40.6,410441,1261105,510718,1951,53,1.5247,0.4419,0.2249,0.017,0,0.006,0.014,0.019,0.056,0.138,0,,
438,512,93.3,50,93,50,93.5,321353,1185543,510707,1951,57,2.0287,0.6579,0.3277,0,0,0,0,0,0,0,0,,
37,513,60,60,60,60,60.6,373650,1233629,510502,1951,60,2.0318,0.675,0.2385,0.011,0,0.036,0,0.034,0.045,0.962,0,Has ? By opDDT,
526,514,80.52814,87.25571,,,,331500,1183800,720412,1972,52,1.4365,0.4405,0.2227,0.375,0,0.003,0.04,0.033,0.451,0.138,0,,
492,515,81.16538,85.95451,,,SB Passage,330830,1182630,510507,1951,65,2.4735,0.7663,0.3198,0.017,0,0.013,0,0.014,0.044,0.464,0,,
489,516,,,,,701,,,491116,1949,56,1.661,0.5404,0.2906,0.005,0,0.008,0,0.026,0.039,0.246,0,,
499,526,86.98189,76.13104,,,,324030,1173300,480510,1948,43,0.6702,0.2123,0.1034,0.008,0,0.031,0.003,0.079,0.121,0.12,0,,
506,527,10.2805,177.7732,,,,423000,1264800,491010,1949,"31,29",0.4154,0.1234,0.0594,0.004,0,0,0,0.009,0.013,0.033,0,,
501,528,58.83838,144.387,,,,350024,1232000,490307,1949,42,0.6448,0.244,0.1149,0.01,0,0,0.002,0.013,0.025,0.203,0,,
509,529,13.39675,158.5806,,,,424000,1250000,491123,1949,48,1.1363,0.3484,0.1799,0.004,0,0,0,0.013,0.017,0.048,0,,
527,530,,,,,H-8-600,,,,,27.5,0.3246,0.0893,0.0388,0.021,0,0,0,0.007,0.028,0.25,0,Two individuals - 27 and 28 mm,
502,531,,,,,C-3-605,,,490510,1949,37,0.4743,0.1558,0.0794,0.004,0,0,0,0.014,0.018,0.067,0,,
528,532,,,,,H-6-601,,,,,25,0.1297,0.0343,0.0093,0.011,0,0,0,0.013,0.024,0.203,0,,
508,533,,,,,D-9-406,,,491113,1949,20.67,0.179,0.0234,0.0017,0.002,0,0.001,0,0.006,0.009,0.089,0,"Three individuals - 20,21,21 mm",
529,534,,,,,D-8-401,,,,,23.33,0.3096,0.0869,0.0249,0.01,0,0,0,0.005,0.005,0.077,0,"Three individuals - 20, 21, 29 mm. Has ? By ppDDE",
505,535,,,,,B-8-401A,,,491005,1949,42,0.6555,0.2282,0.1135,0,0,0,0,0.012,0.012,0.06,0,,
530,536,,,,,H-1-801,,,,,39,0.4674,0.1266,0.0775,0.009,0,0.003,0.003,0.028,0.043,0.177,0,,
503,537,,,,,H-6-701,,,490816,1949,45,0.7952,0.2523,0.1433,0,0,0,0,0,0,0,0,,
507,538,,,,,D-8-302,,,491011,1949,20,0.0661,0.0068,0.0001,0,0,0.052,0,0.055,0.055,1.662,0,Has ? By opDDT,
377,130-132,90,53,90,53,90.53,323904,1192856,510000,1951,17.67,0.0868,0.0188,0.0018,0.012,0,0.006,0,0.036,0.054,0.252,0,"3 individuals - 19, 19, 15 mm",
"229, 230","186, 187",83.3,80,83,80,83.8,325749,1220954,530000,1953,19,0.1002,0.0135,0.0013,0.004,0,0.008,0.003,0.016,0.031,0.062,0,Two individuals - 19 mm and 19 mm,
247_rep1,204_rep1,85,45,85,45,85.45,334702,1193103,540300,1954,50,1.0349,0.3601,0.1642,0.248,0.038,0.73,0.079,0.404,0.842,0,0,,
247_rep2,204_rep2,85,45,85,45,85.45,334702,1193103,540300,1954,50,1.0349,0.3601,0.1642,0.214,0.007,0.116,0.114,0.273,0.724,0.118,0,,
"169, 170","285, 286",80,70,80,70,80.7,334859,1215035,510000,1951,27.5,0.3543,0.0998,0.0357,0.018,0,0,0.013,0.034,0.065,0.541,0,Two specimens - 29 and 26 mm,
180-181,"287, 288",80,80,80,80,80.8,332900,1223200,"510616, 510701",1951,18.5,0.1016,0.0146,0,0.02,0,0.01,0.005,0.038,0.073,0.299,0,Two specimens - 17 and 20 mm,
"182, 184","289, 290",80,80,80,80,80.8,332900,1223200,"520000, 520608",1952,18,0.085,0.0107,0.0001,0.005,0,0.001,0.003,0.012,0.021,0.053,0,Two specimens - 17 and 19 mm,
"430, 431","296, 297, 298",93.3,40,93,40,93.4,323354,1181453,520612,1952,26,0.2833,0.0646,0.0228,0.055,0.01,0.073,0.076,0.186,0.4,0.066,0,Two specimens - 24 and 28 mm,
"440, 441, 442","298, 299, 300",93.3,50,93,50,93.5,321353,1185543,520611,1952,20.33,0.1656,0.0265,0.0025,0.022,0.026,0.03,0.165,0.151,0.394,0.029,0,"Three specimens - 22, 20, and 19 mm",
321_rep1,44_rep1,90,28,90,28,90.28,332904,1174604,531020,1953,41,0.5452,0.1693,0.0761,0.106,0,0,0.014,0.252,0,1.004,0,,
321_rep2,44_rep2,90,28,90,28,90.28,332904,1174604,531020,1953,41,0.5452,0.1693,0.0761,0.085,0,0.013,0.1,0.386,0,1.04,0,,
"41, 42","451, 452",60,70,60,70,60.7,371650,1241956,"511102, 511107",1951,26,0.2728,,0.0282,0.038,0,0.006,0,0.025,0.069,0.388,0,Two specimens - 27 and 25 mm,
"30, 31","453, 454",60,100,60,100,60.1,361650,1262908,"510711, 511107",1951,22,0.166,0.036,0.0072,0.056,0,0.007,0.011,0.073,0.147,1.784,0,Two specimens - 22 and 22 mm,
"35, 36","455, 456",60,60,60,60,60.6,373650,1233629,510000,1951,22,0.1712,0.0358,0.0061,0.024,0,0.004,0,0.02,0.048,0.426,0,Two specimens - 22 and 22 mm,
"109, 110","459, 460",70,90,70,90,70.9,345255,1242849,"500000, 511107",1950,21,0.1323,0.0235,0.0006,0.01,0,0.006,0.003,0.022,0.041,0.696,0,Two specimens - 20 and 12 mm,
298_rep1,77_rep1,86.7,45,87,45,87.45,332615,1191702,660808,1966,65,3.0294,0.9425,0.486,1.43,0.02,0.06,0.108,0.321,0,0.385,0,,
298_rep2,77_rep2,86.7,45,87,45,87.45,332615,1191702,660808,1966,65,3.0294,0.9425,0.486,0.948,0.013,0.037,0.068,0.211,0,0.254,0,,